username,original_comment,comment,sentiment,label
rizalsargio0,ah urus aja papua bosss,ah urus papua bosss,-2.2334,0
rizalsikumbang86,dananya dari mana....,dananya,-0.0327,0
riziqalfarizi613,bangun ibu kota elit\ngelola barang tambang sulit,bangun kota elit gelola barang tambang sulit,-2.5245,0
rizkiharyadi1306,100 periode untuk jokowi🥰,100 periode jokowi,1.9115,1
rizkihayatul,monmaaf itu jabodetabekpunjur singkatan punjur nya apaan ye?,monmaaf jabodetabekpunjur singkatan punjur nya ya,-1.0384,0
rizkisulung4,kaya mobil esemka ... 😂😂😂. rencana nya bagus. tapi sekarang ntah kemna itu,kaya mobil esemka rencana nya bagus kemna,-1.1055,0
rizky053_,ngap harus pindah si,ngap mengubah sih,-0.9917,0
rizky1.0,yng gw harapin setelah ibu kota pindah pemerintah menyediakan tempat sampah di setiap,harapin kota mengubah pemerintah menyediakan sampah,-3.7285,0
rizky_fadlii,ibu kota asli itu jakarta dn di buat ikn itu sebagai tempat wisata atau lebih tempat persinggahan para menteri,kota asli jakarta kota nusantara wisata persinggahan menteri,-1.5312,0
rizkyhendra5,"TDK setuju, rakyat turun kejalan, TDK setuju, rakyat Jakarta tdk setuju",setuju rakyat turun kejalan setuju rakyat jakarta setuju,-1.2864,0
rizkyr598,"Yg bangun dan yg mengawasi sekolam, 1 partai semua yasudahlah tau sndri gimana hasilnya",bangun mengawasi sekolam 1 partai yasudahlah hasilnya,-1.2027,0
rizzyalzidanrakipane,masa duit nya untuk jakarta trs,duit nya jakarta,-2.0281,0
rjoean.tea,Saya setuju,setuju,0.302,1
rmd423,puluhan tahun baru bisa ter realisasi,puluhan ter realisasi,-0.7276,0
robby_com,tanya pak ikn punya siapa rakyat Indonesia apa asing kalau asing aku tak bangga enak yg ada ja tak ada beban,kota nusantara rakyat indonesia asing asing bangga enak tersedia aja tersedia beban,-1.6797,0
roberto_eduardoo_,how about singapore yg lebih kecil dr jkt?,how about singapore jakarta,-0.7276,0
roblox_indo05,aga ga se7 si pasti pohon2 d sana di potong\nntr tambah panas 😔🙏,aga se7 sih pohon2 potong panas,-0.9934,0
roblox_its_funn,gg gw tinggal di Kalimantan timur,gg tinggal kalimantan timur,-1.8296,0
robloxweb2,yah kota ku bukan kota penopang ibukota lagi,yah kota kota penopang kota,-3.5053,0
rockygun1987,"Dijalani saja, ga usah dibuat ribet. Nanti kerasanya sama saja kok😁😁",dijalani ribet kerasanya,-0.3238,0
rodi8164,mau di apain nagara ini pak tidak ada sejarah ibu kota di kalimantan ujung2 balik lg ke jakarta tidur klo gak ada kerjaan,apain nagara tersedia sejarah kota kalimantan ujung-ujungnya jakarta tidur tersedia kerjaan,-2.0171,0
roeh_aye,"buat dulu jalan segede gede gajah, spya strategis🥰",jalan segede gajah strategis,-0.0379,0
roery_01,sangat kompak,kompak,0.6587,1
rohimin19,"sebagai ank bangsa harus berfikir maju,,inilah jalan yg masyarakat inginkan bahwa pembangunan ingin merata. walau tidak semudah mmblikan tlpk tangan",ank bangsa berfikir majuinilah jalan masyarakat pembangunan merata semudah mmblikan tlpk tangan,1.3903,1
rohliabduroni,"mantap Periseden Indonesia maju lah Indonesia ku nusantara 🥰🥰🥰, mantap Periseden ku",mantap periseden indonesia majukan indonesia Indonesia mantap periseden,6.2894,1
rohmankanefchanel,bang saya asli anak suku betawi dan saya sangat mendukung pemindahan ibu kota negara ke kalimantan.,bang asli anak suku betawi mendukung pemindahan kota pemerintah kalimantan,0.3651,1
roimaicel,tiktok.com/@roimaicel mantap,tiktokcom mantap,2.6736,1
roisin899,kenapa nggak ke lombok tengah aja kan lombok tengah paling aman🤪,lombok lombok aman,-0.4399,0
rokyky967,buang2 duit,buang-buang duit,-2.4341,0
rollingdoorvespa4,"gedung ny baru , tataruang ny baru , tatakota ny baru , orngny lama 😅🥺",gedung nya tataruang nya tatakota nya orngny,-1.8496,0
romdhoni74,biasanya....\nhasilnya kebalikannya,hasilnya kebalikannya,0.1887,1
romenopride,oh,oh,-0.7276,0
romi25729,"negara kita maju,tetapi harta warisan habis....(kosentrat ludes G20)",pemerintah maju harta warisan habis kosentrat ludes g20,-2.8139,0
romiramadani6,mantaffffff 👍👍👍👍,mantap,2.6736,1
romyfaiz,UDAH banyak kemajuan pak di masa kepemimpinan bapak...Kalo ada yg kurang ya wajar saja namanya juga manusia tapi kinerja bapak sangat luar biasa🥰,kemajuan kepemimpinan bapakkalo tersedia yah wajar namanya manusia kinerja,-1.9617,0
romynor390,"Majulah Indonesiaku, Mantab pak presiden 🥰🥰",majulah indonesiaku mantap presiden,4.501,1
romyromeo,Mimpi,mimpi,0.4764,1
ronald_jr89,"Pasti pak Jokowi sudah beli tanah luas disana buat jadi bisnis kalau sudah pensiun nanti,...",jokowi beli tanah luas bisnis pensiun,2.194,1
roni.as2,"padahal kalau mereka patuh sama gagasan bung Karno,ibukota itu di kalteng.jdi berubah mungkin karena aset mereka bnyk dikaltim.politik oh politik",patuh gagasan karnoibukota kaltengjdi berubah aset dikaltimpolitik oh politik,-0.7293,0
rorororooro100,setuju biar ibukota pusat ekonomi pisah dengan pusat pemerintahan. tapi jg sekarang bumn pada bangkrut tunda dulu.,setuju biar kota pusat ekonomi pisah pusat pemerintahan bumn bangkrut tunda,-2.781,0
rosaa_2812,kira kira nanti kalo ada konser contohnya konser K-Pop itu bakal tetep di jakarta atau pindah ke Kalimantan ya?🤔,tersedia konser contohnya konser korean pop tetep jakarta mengubah kalimantan yah,-3.7302,0
rosidah107,emng pd betah nnti tinggl d sna,emang betah tinggl,-0.5062,0
rosyadalmuhajir,Mantap hidup presiden jokowi 💪🏻,mantap hidup presiden jokowi,5.3876,1
rosydahsukriyanto,@Libra🖤 keren,keren,3.8776,1
roy0789gg,"siap la pokoknyaa hrus aadain stasiun kereta api di Kalimantan soalnya Kalimntanntuh luas bngt, siap la pokoknyaa hrus aadain stasiun kereta api di Kalimantan soalnya Kalimntanntuh luas bngt",pindah pokoknyaa aadain stasiun kereta api kalimantan kalimntanntuh luas banget pindah pokoknyaa aadain stasiun kereta api kalimantan kalimntanntuh luas banget,6.7948,1
royhann024,"jika ibukota jdi pindah ke Kalimantan, gua harap hutannya ttp lestari, sebab Kalimantan panas bet brodi",kota mengubah kalimantan harap hutannya lestari kalimantan panas bet brodi,-2.8122,0
royseptian915,"super setuju👍 siap.. IKN lebih mantap 👍, super setuju👍 siap.. IKN lebih mantap 👍",super setuju kota nusantara mantap super setuju kota nusantara mantap,6.8535,1
rru0205,hutangnya indo gk lunas² sampe kiamat tiba 😂,hutangnya indonesia lunas² kiamat,-0.0344,0
rsukadarwati,jakarta sejak dulu kala,jakarta,-0.7276,0
rubbyyendra,mantappp pakde@,mantap pakde,2.6736,1
rudiansyah661,ekonomi sulit,ekonomi sulit,-2.2334,0
rudiirawan160,masa depan yang mana yang di maksud kalo hanya buat oligarki semata mah bukan buat seluruh rakyat Indonesia,maksud oligarki rakyat indonesia,-1.935,0
rudikris5,semangattt,semangat,2.3635,1
rudisatrio491,berani berhutang.....MERDEKA ✊️😁,berani berhutangmerdeka,-0.2168,0
rudiyn69,sehat sllu pak De....semoga proyeknya cepat selesai....dan segera di resmi kan secepat nya ....,sehat desemoga proyeknya cepat selesaidan resmi secepat nya,1.2518,1
rudyaditya86,nanti di terusin sama pak anis pak setelah bapak tidak menjabat lagi,terusin anis menjabat,-1.1348,0
rudyfahmi,"cakeeep, cakeeep",cakeeep cakeeep,-0.0327,0
rumahkucingdepok,"Pindah2,ada duit ga utk pindah",pindah-pindah duit mengubah,0.8784,1
rumpunsebangsa,"manut Bapak Jokowi,sampei IKN selesai ya Bapak..😇🙏🇮🇩",manut jokowi kota nusantara selesai yah,-0.1731,0
rusadi_2004,waduhh bakalan macet ni bnyk penghuni nya,waduhh macet nih penghuni nya,-0.8043,0
rusdyalexander99,semuga sehat selalu presidenku 😘,semoga sehat presidenku,5.2042,1
rusian112,gue dukung IKN asal dananya diambil dari gaji DPR gitu.,dukung kota nusantara dananya diambil gaji dpr gitu,-0.384,0
ruslanajah940,bukan membangun ekonomi baru tapi menggali hutang baru,membangun ekonomi menggali hutang,-1.8296,0
ryanfebrii60,ibu kota jadi makin jauh dong ke jakarta juga belum pernah😂😂,kota jakarta,-1.4225,0
ryanpatrick00_,Kok gw makin bangga punya Presiden kek pakde owi😍,bangga presiden kayak pakde owi,2.0842,1
ryansptra99,janji gk korup,janji korupsi,-0.4416,0
rygra99,"Saat pindah ke kalimantan\nkalimantan banjir,tanah longsor,\nkarna tak mejaga ketertiban",mengubah kalimantan kalimantan banjir tanah longsor mejaga ketertiban,-0.0344,0
ryz0990,"tapi, kira kira banyak ga ya yg pindah ke sana soalnya kan jauh dari jawa",yah mengubah jawa,-1.4242,0
ryzen767,udah bagus pusat ekonomi di Jawa,bagus pusat ekonomi jawa,-0.1432,0
sachbrad18,ada yang bisa jawab silakan apakah IKN masih berlanjut nantinya setelah beliau selesai menjabat...,tersedia silakan kota nusantara berlanjut beliau selesai menjabat,-2.1207,0
sadgirls_281,"Gamau merebah presiden maunya pak Jokowi terus🥺, Gamau merebah presiden maunya pak Jokowi terus🥺",merebah presiden maunya jokowi merebah presiden maunya jokowi,5.6848,1
saes_art,"mnurut ku pndapat di video itu pmikiran awal, sdangkan dmpak pasti lbih baik\nkrna ktika ibu kota bru sdh jdi psti akan lbih ditertibkan",mnurut pndapat video pemikiran dampak kota ditertibkan,-0.731,0
safiraselomitasel,"LANJUTKAN 3 PERIODE, IKN ADALAH MASKOT PERUBAHAN INDONESIA YG TELAH DILAKUKAN OLEH SEORANG JOKOWI.....HORMATKU PADAMU PAK JOKOWI...",lanjutkan 3 periode kota nusantara maskot perubahan indonesia jokowi hormatku padamu jokowi,3.8488,1
sagalasupers234,Semoga Indonesia semakin maju. Amin.,semoga indonesia majukan Amin,4.1909,1
sagitariusabon,Sya tetap cinta Jkt Best kota smua ada dan mudah di cari wleeee,cinta jakarta terbaik kota tersedia mudah cari wleeee,0.4332,1
sahabat_jannah571m,yg dlu nya tinggal di kaltim sekarang di Malaysia 😭,nya tinggal kalimantan timur malaysia,-1.7404,0
sahacing.30,"maju negara bukan di lihat dari menterengnya ibu kota negara, tapi sejahteranya rakyat dan negara yg berkeadilan.",majukan pemerintah lihat menterengnya kota pemerintah sejahteranya rakyat pemerintah berkeadilan,-3.5767,0
sahidundun0510,😂😂😂😂 Esemka,esemka,-0.0327,0
sahwir88,Esemka bgmn jokowi,esemka jokowi,1.9115,1
saintseiya92,"emang lebih bagus gini sih. pemerintah pusat jangan digabung dengan kota bisnis, semisal amit2 ada bencana jadi gak sama2 pd lumpuh 😁",bagus pemerintah pusat digabung kota bisnis amit-amit tersedia bencana lumpuh,-3.0768,0
saiyahgogo,buat yg paham aj dg pidato ny pak presiden..,paham aja pidato nya presiden,-1.5389,0
sakanpasaribu,"aku agak ragu sih soalnya, pemerintahan jokowi akan berakhir.Taulah indonesia ganti pelerintah ganti praturan",ragu pemerintahan jokowi berakhirtaulah indonesia ganti pelerintah ganti praturan,0.7837,1
sakhaturu3,bener kah,kah,-1.1331,0
salimsinga,saya sangat mendukung pemindahan ibu kota ke Kalimantan timur\nkita hanya masyarakat biasa\nhanya petinggi negara yg tau\nmungkin saja alasan nya tepat,mendukung pemindahan kota kalimantan timur masyarakat petinggi pemerintah alasan nya,-3.0192,0
salmanalfarisibbk,Jakarta tetep dihati,jakarta tetep dihati,-0.6,0
salmancmyou,gua takut hutan Kalimantan habis di di tebang 😔,takut hutan kalimantan habis tebang,-3.0336,0
salmantv48,jawa nya mau dijual ya om?,jawa nya dijual yah om,-3.1284,0
salmasubandiyah32,"maju trus bpk jokowi, Haleloya ,Tuhan yesus nemberkati bpk presiden kita Amin GBU",majukan jokowi haleloya tuhan yesus nemberkati presiden Amin gbu,4.3108,1
sam73898,Go Anies Baswedan 2024 ya.. We Love You,pergi anies baswedan 2024 yah we cinta,-1.1399,0
sam_ba8,"gak jalan.. bnyak ada demo,kemacetan.. gak mikir kemacetan udh rugi berpa,kebanjiran. dan masa depan dataran jakarta lebih rendah dr laut resiko++++, emng ada daya tarik yg lebih besar selain ibu kota?! trus jika mecah penduduk dijakarta emng mudah?!",jalan bnyak tersedia demo kemacetan memikirkan kemacetan rugi terkena banjir dataran jakarta rendah laut resiko emang tersedia daya tarik kota mecah penduduk jakarta emang mudah,-8.105,0
samijup6,Kalimantan....modern,kalimantan modern,-0.0327,0
samkrisma22,"Kalau pemerintah konsisten dengan konsep awal forestcity bakalan bagus tapi kebiasaan indo, ganti pemerintahan ganti kebijakan",pemerintah konsisten konsep forestcity bagus kebiasaan indonesia ganti pemerintahan ganti kebijakan,-1.271,0
samoyed_234,yaala kalau konser2 ttp di Jakarta aja gpp :,yah konser2 jakarta,-2.1156,0
samrinyirang,"Itu yg kami bangga, IKN adalah NKRI, dgn adax IKN smg akan membawa berkah buat rakyat lndonesia, Borneo milik kita",bangga kota nusantara indonesia kota nusantara semoga membawa berkah rakyat lndonesia borneo milik,2.228,1
samsud.dhuha,"walaupun pindah, maka jangan lah banyak ngebor air tanah🥺, walaupun pindah, maka jangan lah banyak ngebor air tanah🥺",mengubah ngebor air tanah mengubah ngebor air tanah,-1.4293,0
sandialvian2,"iya,wkwkwk, pasti dong, haruss dong, iya dong, iya dong, pasti lah, setujuu bangett, kayanya sih",iya iya iya setuju banget kayanya,-2.1233,0
sandr_8,"sak karepe pemerintah,,, seng penting seh iso kuli entok duet",sak karepe pemerintah seh kuli entok uang,-1.9821,0
sandyfrozenfruits,"sahamterbaik akan dipegang indonesia di ibu kota kaltim kita menang waktu 1 jam dari singapura,malaysia kan menjadi yang ke 3,4,5 dst yes.",sahamterbaik dipegang indonesia kota kalimantan timur menang 1 jam singapuramalaysia 345 dst yes,-0.5147,0
sangat_ding1n,gk iklas cuk disini banyak hutan di sini juga makin panas dan juga nanti ada kemarau,ikhlas cuk hutan panas tersedia kemarau,-0.0362,0
sangjuara161,NKRI HARGA MATI bukan untuk di investasikan,indonesia harga mati investasikan,-2.8412,0
sanhwa4lyfe,Semoga lancar teruss,semoga lancar,4.2431,1
sanrus_,klok aku sih🗿selama peremPUAN ga kepilih pasti nusantara ketceh parah,sih perempuan kepilih Indonesia bagus parah,-2.8675,0
santomitomy,Mantul pak Jokowi.,mantul jokowi,1.9115,1
sapiiyoo,tapi emang sih air dijakarta itu naik nya itu cpt bgt,air jakarta nya cepat banget,-1.1648,0
sapruddin003,"bangun dlu rell kerata api , karna d kalimantan gk ada kereta 😢😢",bangun rell kerata api kalimantan tersedia kereta,0.657,1
saputra039,KEREN Mantap nih IKN👍,keren mantap nih kota nusantara,6.418,1
sarcasm.uncle,sudah disiapkan sangat mateng??? hahahah proses tol samarinda-balikpapan 13 taon ga jadi2.... ahhahahaha,disiapkan mateng hahahah proses tol samarindabalikpapan 13 taon ahhahahaha,0.6587,1
sardiarapat,kami harus mendukung mu pak agar hidup kami aman\nkalau kami kritik kami takut dipenjara/dipecat bagi yg punya jabatan,mendukung mu hidup aman kritik takut dipenjaradipecat jabatan,-1.3918,0
sariiihs,konser trs gmna 😂,konser,-0.0327,0
sarilaras2,"betul pak merubah mindsat baru, ( maaf klo salah tulis)",merubah mindsat maaf salah tulis,0.9537,1
saritalau1,Ibu kota baru tapi kalau pemimpin brikutnya ng bisa ngelanjutin gimana,kota pemimpin brikutnya ng melanjutkan,-0.4416,0
sarjanatolol,oh tentu jelas g setuju,oh setuju,-0.3928,0
sarnaalka,duit nya mana..😂😂😂,duit nya,-1.3332,0
sarnatadicoco,keren ..mantap,keren mantap,6.5839,1
sarpatipati143,"mendukung, biar adil,,,,,",mendukung biar adil,-1.4242,0
sartonotono95,mantap pa jokowi,mantap pa jokowi,5.3092,1
sarwoedy338,sangat setuju sekali,setuju,0.302,1
sasa.bill7,omgg ibu kota pindahh apakah di kaltim bakal ada gratis ongkir😍,oh tuhan kota pindah kalimantan timur tersedia gratis ongkos kirim,0.9769,1
sasaaksaa_,guru aku blg udah di prediksi kalau jakarta akan tenggelam,guru blg prediksi jakarta tenggelam,0.3676,1
saskeh300,well\nsiap siap 2024 ada sesuatu,well 2024 tersedia,-0.0327,0
sateayamnyam,smoga lancar yh mang,semoga lancar yh mang,5.34,1
satria17entertaiment,gk yakin ini bakal terwujud krna jokowi gk kan lama pensiun,terwujud jokowi pensiun,1.2166,1
satria_s.s,dibalik negara maju ada hutang negara yg belum di selesaikan 😁 semoga tidak bertambah,dibalik pemerintah majukan tersedia hutang pemerintah selesaikan semoga bertambah,1.4166,1
satriapujioko82,mendukung banget untuk memajukan daerah kalimantan apalagi di perbatasan dengan malaysia,mendukung banget memajukan wilayah kalimantan perbatasan malaysia,1.0122,1
satriasanss,"ga ngaruh ke gua, ibu kota di pindah ga dipindah gua ttp kerja",ngaruh kota mengubah dipindah kerja,1.3875,1
satriya396,aku si dukung pemindahan,sih dukung pemindahan,1.0215,1
sayasukaikan10,"semakin mendunia pak jokowi, semakin maju indonesia, semakin bertambah peluang usaha & tenaga kerja baru.",mendunia jokowi majukan indonesia bertambah peluang usaha tenaga kerja,2.763,1
sayektijulianto,saya kasihan dgn veni rose...jobnya diambil 😁,kasihan veni rosejobnya diambil,-1.5402,0
scor487,positive tingkin aja mungkin presiden udah berpikir LBH bangsa dan membangun SDM nya lebih cerdas,positif tingkin presiden berpikir bangsa membangun sdm nya cerdas,1.0504,1
seblak.buncil,jakarta sdh lebih baik sekarang.....klo memang untuk pemerataan pikirkan pembangunan usaha yang pro kerakyatan dan memenuhi kebutuhan murah rakyat,jakarta sekarangklo pemerataan pikirkan pembangunan usaha pro kerakyatan memenuhi kebutuhan murah rakyat,-4.3322,0
sebutsajamawar705,"sebelum pak presiden sukarno emang desain dari pendahulu kerajaan emang di kalimantan, mungkin orang² tau sejarah nusantara pasti udah tau",presiden sukarno desain pendahulu kerajaan kalimantan orang² sejarah Indonesia,-0.1298,0
security_46,Boleh asalkan UMK nyaa naikk 4jt lebih ...\nKan DKI JAKARTAA ajaa 4Jutaan padahal murah2😏😏 ..,umk nya 4jt dki jakarta aja 4jutaan murah-murah,-2.0331,0
segogoreng49,mantap biar Kalimantan berkembang Jagan Jawa mulu,mantap biar kalimantan berkembang jagan jawa mulu,-1.4276,0
segotiwul80,duitx pasti seger,duitx seger,-0.0327,0
sekawangross,"Saya dari Jatim dukung penuh IKN, INDONESIA BANGKIT ‼️🇮🇩❤️💪",jatim dukung penuh kota nusantara indonesia bangkit,-0.4831,0
selametriyadi2072,karepmu lek,karepmu lek,-0.0327,0
selamulianti123,bpk jokowi sedang menyiapkn rumah baru utk presiden berikutnya hny tgl melanjutkan n menikmati,jokowi menyiapkn rumah presiden tgl melanjutkan menikmati,2.5995,1
selimutmalam2,"jadi nnti bisa pas ya 11.000 T.. HUTANGNYA, menolak gua mah",pas yah 11000 t hutangnya menolak,-1.7119,0
selsiushorugebe,I Love You. Bapak PresidenKu,i cinta presidenku,1.9787,1
semambor,apapun alasanya sya sngt stujuh ibu kota pinda.,apapun alasanya sngt stujuh kota pindah,1.5716,1
semestaraya97350,Indonesian punya cerita atas kepemimpinan p jokowi..sehat sll bpk presiden ku...,indonesian cerita kepemimpinan jokowi sehat presiden,5.5065,1
semocknow,berarti kalo ibu kota pindah semua bakal pindah juga kah kayak kalo konser orang luar bakal ke kalimantan bukan ke jakarta lagi?,kota mengubah mengubah kah konser orang kalimantan jakarta,-3.5362,0
senang666,dukung,dukung,0.371,1
senawahyukuncaraningrat,Jakarta bakal kayak new York per tahun 2024 😁,jakarta new york 2024,-0.7276,0
senly112,MANTAAP👏👏👍,mantaap,-0.0327,0
seno4191,paru puru dunia akan hilang secara perlahan 🥺,paru puru dunia hilang perlahan,-1.0478,0
senyuman95,YA Allah lindungilah negri kami,yah allah lindungilah negeri,1.8339,1
sepedakebo,janji ga korupsi?😏😏,janji korupsi,-0.4416,0
seppunk,tetap ibukota di jakarta,kota jakarta,-1.4225,0
septianadewi533,"saya mendukung si ..ibu kota Indonesia itu penting...aplgi dg kondisi ibu kota yg skrg ya kita g ada yg namanya musibh .., bukn itu doang ..ditmbh tanah jkrta smkin rendah dr laut",mendukung sih kota indonesia pentingaplgi kondisi kota yah tersedia namanya musibh bukn doang ditmbh tanah jakarta rendah laut,-5.7273,0
septianardiansya36,orang utan kalimantan makin kehilangan tempat tinggal dan ekosistem lain 🥺🥺🥺 manusia terlalu serakah,orang utan kalimantan kehilangan tinggal ekosistem manusia serakah,-2.6001,0
septianpranata495,Esemka sekalian di bawa buat alat transportasi di jalur tol langit 😁😁😁,esemka bawa alat transportasi jalur tol langit,-1.1331,0
setanalas774,sales properti,sales properti,-0.0327,0
setiadibarisanjokowi,presiden Jokowi bertindak Anti mangkrak😁😁😁,presiden jokowi bertindak anti mangkrak,3.0049,1
setioko597,"Presiden RI\nJoko Widodo\nMenhan RI\nPrabowo Subianto\nMenparekraf RI\nSandiaga Uno\nSaya Bangga,🇮🇩🖤\n#BukanMangkrak",presiden indonesia joko widodo menhan indonesia prabowo subianto menparekraf indonesia sandiaga uno bangga bukanmangkrak,2.3219,1
setoajah2,karepmu,karepmu,-0.0327,0
setyaningsih204,"mantap pak Jokowi 👍👍👍🥰🥰🥰❤❤🇮🇩🇮🇩🇮🇩, mantap pak Jokowi 👍👍👍🥰🥰🥰❤❤🇮🇩🇮🇩🇮🇩",mantap jokowi mantap jokowi,9.2683,1
setyawati0605,"Hebat,Tuah terhebat...",hebattuah terhebat,2.4505,1
sevasebelas11,mantap pak jokowi,mantap jokowi,4.6178,1
sfrz31,saya khawatir dengan hutan Kalimantan,khawatir hutan kalimantan,-0.0327,0
sh00pingday,ya Allah...rakyat mu klaparn akibat ppkm.. dan anda sbuk mmbangun negara...apakah deangn mmbngun ibu kota bru dpt mmbuaat rkyat mu knyng,yah allahrakyat mu klaparn akibat pemberlakuan pembatasan kegiatan masyarakat sbuk mmbangun negaraapakah deangn mmbngun kota mmbuaat rakyat mu knyng,-5.6865,0
shalehxd,semoga UMR pulau jawa gk turun😭,semoga umr pulau jawa turun,0.5037,1
shasukekhenzi,Siap2 banjir besar,siap=siap banjir,-0.0327,0
shayyidahsolihah,ibu kota bakal pindah tpi ramenya tetep JKT krna Kalimantan itu bakal di pinta SMA China untuk bayar untang2 bekas proyek kereta dll,kota mengubah ramenya tetep jakarta kalimantan pinta sma china bayar hutang-hutang bekas proyek kereta lain-lain,-5.4384,0
she.la5,"Gw bingung ya, uang buat pembangunan semua itu dr mna, apa paylatter lagi ya, ya Allah...",bingung yah uang pembangunan paylatter yah yah allah,-4.8373,0
shelinakupang0,Keren mantap Bp PRESIDENKU Jokowidodo terbaiik 👍👍💪💪💪🙏🏻🙏🏻,keren mantap presidenku jokowi terbaiik,9.4427,1
shepy73,mantap pak presiden,mantap presiden,3.5882,1
shin_eeees,jujur aja gw gamau kalau ibu kota pindah ke tempat gw🗿,jujur kota mengubah,-0.1714,0
shinchanchn,jakarta udah macet soalnya,jakarta macet,-1.4225,0
shio979,gua dari Kalimantan tengah,kalimantan,-0.0327,0
shofan__,Kalimantan itu hutan nya bisa dikatakan paru paru dunia,kalimantan hutan nya paru paru dunia,-0.7354,0
sholl____bisnis,berarti nnti banyak yg jualan online di Kalimantan nnti bisa gratis ongkir😁😁,jualan online kalimantan gratis ongkos kirim,0.8767,1
showtek23_,SETUJU,setuju,0.302,1
shrntxchku,ALASANYA:\n1 BANJIR\n2 BANJIR LAGI\n3 LAGI2 BANJIR\n4 BANJIR MULU,alasanya 1 banjir 2 banjir 3 lagi2 banjir 4 banjir mulu,-2.337,0
shylaa_aaa,bapak jokowi pikirannya jenius sekali yah,jokowi pikirannya jenius yah,-0.4591,0
siajiwoo805,bagus tapi sayang hutan lindung hilang 😂,bagus sayang hutan lindung hilang,3.1619,1
siapadia254,semangat terus bapak presiden jokowi semoga allah memperlancar semuanya aamiin,semangat presiden jokowi semoga allah memperlancar amiin,11.9054,1
sidanfairus,hutang baru lg😅,hutang,-0.0327,0
sigetpraz,smlm ada yg pidato katanya 2023 resesi.ada yg pidato invest ke IKN skrg juga.ini yg mana yg mau dijlnkan woy😂,smlm tersedia pidato 2023 resesiada pidato invest kota nusantara jugaini dijlnkan woy,-1.4225,0
sigitalfian317,salah satu paru-paru dunia jangan sampe ilang😭,salah paruparu dunia hilang,-0.4617,0
sihbontot93,fokus kesejahteraan rakyat ajah pak.🙏🙏,fokus kesejahteraan rakyat ajah,-0.8364,0
siieky,"iyaa udh pindahin aja sana gih biar gk macet Jakarta gw, enak kaya dulu lg.",iya pindahkan gih biar macet jakarta enak kaya,-2.1932,0
siimoet2022,maju maju maju,majukan majukan majukan,2.711,1
sikera05.1,mantap pak jokowi,mantap jokowi,4.6178,1
silence_glaive,Sayang sekali informasi era dulu tidak se-terbuka dan secepat sekarang... banyak yang mungkin tidak diketahui oleh orang-orang 😌,sayang informasi era seterbuka secepat orangorang,1.8686,1
silentprince__,iyaa ekspektasinya bakal dijaga penghijauannya kan gatau nnti perkembanganya gmn namanya ibu kota pasti kota disekitarnya bakal terdampak,iya ekspektasinya dijaga penghijauannya gatau perkembanganya gimana namanya kota kota disekitarnya terdampak,-4.5401,0
siliwangi_40,wkwkwkkk tar ganti anies dibongkar anies kebenarannya seeprti apa kita liat next episode,wkwkwkkk ganti anies dibongkar anies kebenarannya seeprti lihat next episode,-3.4913,0
silveriotilman,Terimakasih pa Joko W.\nSemoga semua sehati utk memajukan negara kita.,terimakasih pa joko semoga sehati memajukan pemerintah,7.9071,1
silvialie.495,"bener banget pkdhe\nKalimantan itu nebas polisi,jauh dari anarkis dan bebas demo juga ,,ngga kaya yg Ono 😄😄😄",banget pkdhe kalimantan nebas polisijauh anarkis bebas demonstrasi kaya,-1.4755,0
simarmata.dosiraja,saya salah satu mendukung pemindahan ibu kota,salah mendukung pemindahan kota,1.87,1
simpulpublik,Kalau udah beli tanah IKN ntar ujung2 nya di sita gak ni? Pemindahan IKN udah di setujui rakyat (MPR/DPR)?,beli tanah kota nusantara sebentar ujung-ujungnya nya sita nih pemindahan kota nusantara setujui rakyat mprdpr,0.4364,1
sinagaparnainggolan14,sehat selalu pak @jokowi_oficial supaya Indonesia ini maju pak dan pembangunan merata.,sehat indonesia majukan pembangunan merata,3.2746,1
singgahmata2358,"langkah dngan utang nol bsar,rakyat akan sengsara.....",langkah dngan utang nol bsarrakyat sengsara,-0.0362,0
sinnnn183,"perubahan indonesia luar biasa ,setelah dipimpin pak jokowi ,semoga cepat selesai bangunannya, betul merata rakyat merasakan 👍",perubahan indonesia dipimpin jokowi semoga cepat selesai bangunannya merata rakyat merasakan,3.5743,1
sinsin1478,takut hewan hewan yg ada di hutan nya punah 🥺,takut hewan hewan tersedia hutan nya punah,-2.7229,0
sinta.zuraida,Setuju pak... monggo biar jakarta sepi dan gak macet lagi 😅😅,setuju monggo biar jakarta sepi macet,-2.188,0
sinthya_silvia,pemerataan pembangunan,pemerataan pembangunan,-0.0344,0
siongko09,"jozzz pa jokowi & team lanjut kan dgn penerusnya, jozzz pa jokowi & team lanjut kan dgn penerusnya",jozzz pa jokowi team penerusnya jozzz pa jokowi team penerusnya,3.8488,1
sipalingente70,"gak rela:( jadi pengen pindah negara, gak rela:( jadi pengen pindah negara",rela mengubah pemerintah rela mengubah pemerintah,-2.8156,0
sipalingkepo66,semoga loker makin banyak dan mudah untuk prosesnya 😁,semoga loker mudah prosesnya,3.6818,1
sisir_1801,JAKARTA SEBAGAI IBUKOTA INDONESIA TAK TERGANTIKAN,jakarta kota indonesia tergantikan,-1.9855,0
siska.icha,"hayuuuu pindah, buru urg beberes 😂",hayuuuu mengubah buru urg beberes,1.3501,1
